"item_name","bullet_point","product_type","product_category","link","color","material","item_id","depth","height","width"
"Ingrid silla de comedor tapizada menta Pack 4 sillas","¡Aprovéchate de este pack! La silla de comedor tapizada Ingrid es una perfecta opción para tu salón o comedor. Con respaldo en poliéster efecto rayado y cojín inferior, esta preciosa silla con patas de metal efecto madera destaca por su cómoda sentada y su diseño de líneas sencillas. Elige uno de los 4 colores disponibles en nuestra web y dale un toque elegante a tu salón.","Silla tapizada","Inicio > Packs > Pack 4 sillas tapizadas","https://klasthome.com/es/pack-4-sillas-tapizadas/1128-ingrid-silla-de-comedor-tapizada-menta?channable=04a954696400313132387f","Menta","Tela","PK-0024ME","47 cm","87 cm","50 cm"
"Ingrid silla de comedor tapizada mostaza Pack 4 sillas","¡Aprovéchate de este pack! La silla de comedor tapizada Ingrid es una perfecta opción para tu salón o comedor. Con respaldo en poliéster efecto rayado y cojín inferior, esta preciosa silla con patas de metal efecto madera destaca por su cómoda sentada y su diseño de líneas sencillas. Elige uno de los 4 colores disponibles en nuestra web y dale un toque elegante a tu salón.","Silla tapizada","Inicio > Packs > Pack 4 sillas tapizadas","https://klasthome.com/es/pack-4-sillas-tapizadas/1129-ingrid-silla-de-comedor-tapizada-mostaza?channable=04a9546964003131323980","Mostaza","Tela","PK-0024MO","47 cm","87 cm","50 cm"
"Eryn silla de comedor tapizada beige pata negra Pack 2 sillas","¡Aprovéchate de este pack! La silla de comedor Eryn en tapizado de poliéster se trata de una gran elección para aquellos que estén buscando un diseño sofisticado y funcional que pueda servir como silla de comedor o de escritorio. Sus patas metálicas negras junto con sus 4 diferentes tonalidades disponibles, le dan ese aire elegante y de tendencia que hará de esta silla la elección preferida para aquellos amantes del estilo industrial o moderno.","Silla tapizada","Inicio > Packs > Pack 2 sillas tapizadas","https://klasthome.com/es/pack-2-sillas-tapizadas/1133-eryn-silla-de-comedor-tapizada-beige-pata-negra?channable=04a95469640031313333fa","Beige","Tela","PK-0027BE","45 cm","83 cm","55 cm"
"Eryn silla de comedor tapizada gris pata negra Pack 2 sillas","¡Aprovéchate de este pack! La silla de comedor Eryn en tapizado de poliéster se trata de una gran elección para aquellos que estén buscando un diseño sofisticado y funcional que pueda servir como silla de comedor o de escritorio. Sus patas metálicas negras junto con sus 4 diferentes tonalidades disponibles, le dan ese aire elegante y de tendencia que hará de esta silla la elección preferida para aquellos amantes del estilo industrial o moderno.","Silla tapizada","Inicio > Packs > Pack 2 sillas tapizadas","https://klasthome.com/es/pack-2-sillas-tapizadas/1134-eryn-silla-de-comedor-tapizada-gris-pata-negra?channable=04a95469640031313334fb","Gris","Tela","PK-0027G","45 cm","83 cm","55 cm"
"Eryn silla de comedor tapizada verde pata negra Pack 2 sillas","¡Aprovéchate de este pack! La silla de comedor Eryn en tapizado de poliéster se trata de una gran elección para aquellos que estén buscando un diseño sofisticado y funcional que pueda servir como silla de comedor o de escritorio. Sus patas metálicas negras junto con sus 4 diferentes tonalidades disponibles, le dan ese aire elegante y de tendencia que hará de esta silla la elección preferida para aquellos amantes del estilo industrial o moderno.","Silla tapizada","Inicio > Packs > Pack 2 sillas tapizadas","https://klasthome.com/es/pack-2-sillas-tapizadas/1135-eryn-silla-de-comedor-tapizada-verde-pata-negra?channable=04a95469640031313335fc","Verde","Tela","PK-0027V","45 cm","83 cm","55 cm"
"Eryn silla de comedor tapizada verde oscuro pata negra Pack 2 sillas","¡Aprovéchate de este pack! La silla de comedor Eryn en tapizado de poliéster se trata de una gran elección para aquellos que estén buscando un diseño sofisticado y funcional que pueda servir como silla de comedor o de escritorio. Sus patas metálicas negras junto con sus 4 diferentes tonalidades disponibles, le dan ese aire elegante y de tendencia que hará de esta silla la elección preferida para aquellos amantes del estilo industrial o moderno.","Silla tapizada","Inicio > Packs > Pack 2 sillas tapizadas","https://klasthome.com/es/pack-2-sillas-tapizadas/1136-eryn-silla-de-comedor-tapizada-verde-oscuro-pata-negra?channable=04a95469640031313336fd","Verde Oscuro","Tela","PK-0027VO","45 cm","83 cm","55 cm"
"Emily silla de comedor tapizada gris pata negra Pack 2 sillas","¡Aprovéchate de este pack! La silla de comedor Emily en tapizado gris con asiento de respaldo alto y forma ergonómica es uno de nuestros diseños con más personalidad. Cualquiera de las 3 tonalidades de sus acabados, junto a sus patas metálicas negras, aportará un aire sofisticado y elegante a tu comedor.","Silla tapizada","Inicio > Packs > Pack 2 sillas tapizadas","https://klasthome.com/es/pack-2-sillas-tapizadas/1138-emily-silla-de-comedor-tapizada-gris-pata-negra?channable=04a95469640031313338ff","Gris","Tela","PK-0028G","59 cm","91 cm","51 cm"
"Emily silla de comedor tapizada gris oscuro pata negra Pack 2 sillas","¡Aprovéchate de este pack! La silla de comedor Emily en tapizado gris oscuro con asiento de respaldo alto y forma ergonómica es uno de nuestros diseños con más personalidad. Cualquiera de sus 3 tonalidades de sus acabados, junto a sus patas metálicas negras, aportará un aire sofisticado y elegante a tu comedor.","Silla tapizada","Inicio > Packs > Pack 2 sillas tapizadas","https://klasthome.com/es/pack-2-sillas-tapizadas/1139-emily-silla-de-comedor-tapizada-gris-oscuro-pata-negra?channable=04a9546964003131333900","Gris oscuro","Tela","PK-0028GO","51 cm","91 cm","54 cm"
"Scot silla de comedor tapizada beige pata natural Pack 2 sillas","¡Aprovéchate de este pack! La silla de comedor tapizada Scot con pata metálica efecto madera hará que la decoración de tu hogar destile elegancia por todos sus rincones. Su respaldo ergonómico con tapizado en poliéster está disponible en una preciosa gama de tonalidades que llenará inmediatamente de color tu salón o comedor.","Silla tapizada","Inicio > Packs > Pack 2 sillas tapizadas","https://klasthome.com/es/pack-2-sillas-tapizadas/1140-scot-silla-de-comedor-tapizada-beige-pata-natural?channable=04a9546964003131343078","Beige","Tela","PK-0029BE","54 cm","82 cm","48 cm"
"Scot silla de comedor tapizada gris pata natural Pack 2 sillas","¡Aprovéchate de este pack! La silla de comedor tapizada Scot con pata metálica efecto madera hará que la decoración de tu hogar destile elegancia por todos sus rincones. Su respaldo ergonómico con tapizado en poliéster está disponible en una preciosa gama de tonalidades que llenará inmediatamente de color tu salón o comedor.","Silla tapizada","Inicio > Packs > Pack 2 sillas tapizadas","https://klasthome.com/es/pack-2-sillas-tapizadas/1141-scot-silla-de-comedor-tapizada-gris-pata-natural?channable=04a9546964003131343179","Gris","Tela","PK-0029G","54 cm","82 cm","48 cm"
"Scot silla de comedor tapizada verde pata natural Pack 2 sillas","¡Aprovéchate de este pack! La silla de comedor tapizada Scot con pata metálica efecto madera hará que la decoración de tu hogar destile elegancia por todos sus rincones. Su respaldo ergonómico con tapizado en poliéster está disponible en una preciosa gama de tonalidades que llenará inmediatamente de color tu salón o comedor.","Silla tapizada","Inicio > Packs > Pack 2 sillas tapizadas","https://klasthome.com/es/pack-2-sillas-tapizadas/1142-scot-silla-de-comedor-tapizada-verde-pata-natural?channable=04a954696400313134327a","Verde","Tela","PK-0029V","54 cm","82 cm","48 cm"
"Soren silla de comedor con reposabrazos en polipropileno gris Pack 4 sillas","¡Aprovéchate de este pack! La silla de comedor Soren es una opción perfecta para los que buscan un diseño de tendencia polivalente para interior o exterior. Fabricada en polipropileno con respaldo de rejilla con reposabrazos, esta silla de líneas modernas dará un toque fresco y original allá donde decidas colocarla. ¡Elige entre uno de los 2 colores disponibles y combínala como más te guste! Para mayor durabilidad de la silla, aconsejamos que se evite la exposición de la misma a fenómenos meteorológicos.","Silla polipropileno","Inicio > Packs > Pack 4 sillas polipropileno","https://klasthome.com/es/pack-4-sillas-polipropileno/1143-soren-silla-de-comedor-con-reposabrazos-en-polipropileno-gris?channable=04a954696400313134337b","Gris","Plástico","PK-0030G","62 cm","85 cm","55 cm"
"Clem silla de comedor con reposabrazos en polipropileno blanca Pack 2 sillas","¡Aprovéchate de este pack! La silla de comedor Clem se trata de un original diseño con respaldo semicerrado en forma de pequeño reposabrazos fabricado en polipropileno. Disponible en 2 tonalidades y con pata metálica en color natural efecto madera, esta silla de diseño nórdico es una opción polivalente por su resistencia y por su acabado de fácil limpieza, lo que hace que también sea una opción ideal para usar en tu jardín o balcón. Para mayor durabilidad de la silla, aconsejamos que se evite la exposición de la misma a fenómenos meteorológicos.","Silla polipropileno","Inicio > Packs > Pack 2 sillas polipropileno","https://klasthome.com/es/pack-2-sillas-polipropileno/1145-clem-silla-de-comedor-con-reposabrazos-en-polipropileno-blanca?channable=04a954696400313134357d","Blanco","Plástico","PK-0031B","56 cm","79 cm","54 cm"
"Clem silla de comedor con reposabrazos en polipropileno gris Pack 2 sillas","¡Aprovéchate de este pack! La silla de comedor Clem se trata de un original diseño con respaldo semicerrado en forma de pequeño reposabrazos fabricado en polipropileno. Disponible en 2 tonalidades y con pata metálica en color natural efecto madera, esta silla de diseño nórdico es una opción polivalente por su resistencia y por su acabado de fácil limpieza, lo que hace que también sea una opción ideal para usar en tu jardín o balcón. Para mayor durabilidad de la silla, aconsejamos que se evite la exposición de la misma a fenómenos meteorológicos.","Silla polipropileno","Inicio > Packs > Pack 2 sillas polipropileno","https://klasthome.com/es/pack-2-sillas-polipropileno/1146-clem-silla-de-comedor-con-reposabrazos-en-polipropileno-gris?channable=04a954696400313134367e","Gris","Plástico","PK-0031G","56 cm","79 cm","54 cm"
"Blair silla de comedor tapizada azul Pack 4 sillas","¡Aprovéchate de este pack! La silla de comedor tapizada Blair es una preciosa silla con respaldo ergonómico y apertura central fabricado en poliéster, lo que le aporta una sentada realmente confortable. Sus patas metálicas en efecto madera hacen de  esta silla es una opción que encandilará a los amantes del diseño nórdico más actual. Elige entre los 4 colores disponibles en nuestra web y para darle un toque elegante a tu comedor.","Silla tapizada","Inicio > Packs > Pack 4 sillas tapizadas","https://klasthome.com/es/pack-4-sillas-tapizadas/1147-blair-silla-de-comedor-tapizada-azul?channable=04a954696400313134377f","Azul","Tela","PK-0032A","49 cm","85 cm","54 cm"
"Blair silla de comedor tapizada gris oscuro Pack 4 sillas","¡Aprovéchate de este pack de sillas! La silla de comedor tapizada Blair es una preciosa silla con respaldo ergonómico y apertura central fabricado en poliéster, lo que le aporta una sentada realmente confortable. Sus patas metálicas en efecto madera hacen de  esta silla es una opción que encandilará a los amantes del diseño nórdico más actual. Elige entre los 4 colores disponibles en nuestra web y para darle un toque elegante a tu comedor.","Silla tapizada","Inicio > Packs > Pack 4 sillas tapizadas","https://klasthome.com/es/pack-4-sillas-tapizadas/1148-blair-silla-de-comedor-tapizada-gris-oscuro?channable=04a9546964003131343880","Gris","Tela","PK-0032GO","49 cm","85 cm","54 cm"
"Blair silla de comedor tapizada mostaza Pack 4 sillas","¡Aprovéchate de este pack de sillas! La silla de comedor tapizada Blair es una preciosa silla con respaldo ergonómico y apertura central fabricado en poliéster, lo que le aporta una sentada realmente confortable. Sus patas metálicas en efecto madera hacen de  esta silla es una opción que encandilará a los amantes del diseño nórdico más actual. Elige entre los 4 colores disponibles en nuestra web y para darle un toque elegante a tu comedor.","Silla tapizada","Inicio > Packs > Pack 4 sillas tapizadas","https://klasthome.com/es/pack-4-sillas-tapizadas/1149-blair-silla-de-comedor-tapizada-mostaza?channable=04a9546964003131343981","Mostaza","Tela","PK-0032MO","49 cm","85 cm","54 cm"
"Blair silla de comedor tapizada topo Pack 4 sillas","¡Aprovéchate de este pack de sillas! La silla de comedor tapizada Blair es una preciosa silla con respaldo ergonómico y apertura central fabricado en poliéster, lo que le aporta una sentada realmente confortable. Sus patas metálicas en efecto madera hacen de esta silla es una opción que encandilará a los amantes del diseño nórdico más actual. Elige entre los 4 colores disponibles en nuestra web y para darle un toque elegante a tu comedor.","Silla tapizada","Inicio > Packs > Pack 4 sillas tapizadas","https://klasthome.com/es/pack-4-sillas-tapizadas/1150-blair-silla-de-comedor-tapizada-topo?channable=04a95469640031313530f8","Topo","Tela","PK-0032T","49 cm","85 cm","54 cm"
"Elina silla de comedor terciopelo mostaza Pack 4 sillas","¡Aprovéchate de este pack de sillas! La silla de comedor tapizada Elina es sin duda la más coqueta de nuestra colección. Sus líneas de diseño clásicas le otorgan un aire atemporal que hace que sea ideal para combinar con diferentes estilos. Su asiento fabricado en una sola pieza está tapizado en terciopelo y se encuentra disponible en 2 colores.","Silla tapizada","Inicio > Packs > Pack 4 sillas tapizadas","https://klasthome.com/es/pack-4-sillas-tapizadas/1151-elina-silla-de-comedor-terciopelo-mostaza?channable=04a95469640031313531f9","Mostaza","Terciopelo","PK-0033MO","53 cm","81 cm","51 cm"
"Elina silla de comedor terciopelo topo Pack 4 sillas","¡Aprovéchate de este pack de sillas! La silla de comedor tapizada Elina es sin duda la más coqueta de nuestra colección. Sus líneas de diseño clásicas le otorgan un aire atemporal que hace que sea ideal para combinar con diferentes estilos. Su asiento fabricado en una sola pieza está tapizado en terciopelo y se encuentra disponible en 2 colores.","Silla tapizada","Inicio > Packs > Pack 4 sillas tapizadas","https://klasthome.com/es/pack-4-sillas-tapizadas/1152-elina-silla-de-comedor-terciopelo-topo?channable=04a95469640031313532fa","Topo","Terciopelo","PK-0033T","53 cm","81 cm","51 cm"
"Liam silla de comedor tapizada beige Pack 2 sillas","¡Aprovéchate de este pack de sillas! La silla de comedor tapizada Liam es una silla de aire moderno ideal para los hogares más atrevidos. La combinación de su asiento de poliéster fabricado en una sola pieza y las patas metálicas negras, hace que sea una silla ideal para combinar con diferentes estilos de decoración. ¡Elige entre uno de los 3 acabados disponibles y añade un toque de originalidad a tu salón!","Silla tapizada","Inicio > Packs > Pack 2 sillas tapizadas","https://klasthome.com/es/pack-2-sillas-tapizadas/1153-liam-silla-de-comedor-tapizada-beige?channable=04a95469640031313533fb","Beige","Tela","PK-0034BE","58 cm","83 cm","49 cm"
"Liam silla de comedor tapizada beige Pack 2 sillas","¡Aprovéchate de este pack de sillas! La silla de comedor tapizada Liam es una silla de aire moderno ideal para los hogares más atrevidos. La combinación de su asiento de poliéster fabricado en una sola pieza y las patas metálicas negras, hace que sea una silla ideal para combinar con diferentes estilos de decoración. ¡Elige entre uno de los 3 acabados disponibles y añade un toque de originalidad a tu salón!","Silla tapizada","Inicio > Packs > Pack 2 sillas tapizadas","https://klasthome.com/es/pack-2-sillas-tapizadas/1154-liam-silla-de-comedor-tapizada-beige?channable=04a95469640031313534fc","Marrón","Tela","PK-0034M","58 cm","83 cm","49 cm"
"Liam silla de comedor tapizada topo oscuro Pack 2 sillas","¡Aprovéchate de este pack! La silla de comedor tapizada Liam es una silla de aire moderno ideal para los hogares más atrevidos. La combinación de su asiento de poliéster fabricado en una sola pieza y las patas metálicas negras, hace que sea una silla ideal para combinar con diferentes estilos de decoración. ¡Elige entre uno de los 3 acabados disponibles y añade un toque de originalidad a tu salón!","Silla tapizada","Inicio > Packs > Pack 2 sillas tapizadas","https://klasthome.com/es/pack-2-sillas-tapizadas/1155-liam-silla-de-comedor-tapizada-topo-oscuro?channable=04a95469640031313535fd","Topo Oscuro","Tela","PK-0034TO","58 cm","83 cm","49 cm"
"Lizel silla de comedor con reposabrazos tapizada beige Pack 2 sillas","¡Aprovéchate de este pack de sillas! Las silla de comedor tapizada Lizel con pata metálica negra es una apuesta por el confort gracias a su forma ergonómica con reposabrazos integrado. Su acabado en poliéster con dibujo en rombos está disponible en 2 colores, elige entre uno de ellos para darle un toque de modernidad y sofisticación a tu salón.","Silla tapizada","Inicio > Packs > Pack 2 sillas tapizadas","https://klasthome.com/es/pack-2-sillas-tapizadas/1156-lizel-silla-de-comedor-con-reposabrazos-tapizada-beige?channable=04a95469640031313536fe","Beige","Tela","PK-0035BE","58 cm","85 cm","56 cm"
"Lizel silla de comedor con reposabrazos tapizada gris Pack 2 sillas","¡Aprovéchate de este pack! Las silla de comedor tapizada Lizel con pata metálica negra es una apuesta por el confort gracias a su forma ergonómica con reposabrazos integrado. Su acabado en poliéster con dibujo en rombos está disponible en 2 colores, elige entre uno de ellos para darle un toque de modernidad y sofisticación a tu salón.","Silla tapizada","Inicio > Packs > Pack 2 sillas tapizadas","https://klasthome.com/es/pack-2-sillas-tapizadas/1157-lizel-silla-de-comedor-con-reposabrazos-tapizada-gris?channable=04a95469640031313537ff","Gris","Tela","PK-0035G","58 cm","85 cm","56 cm"
"Agnes silla de comedor tapizada beige pata negra Pack 4 sillas","¡Aprovéchate de este pack!La silla de comedor Eryn en tapizado de poliéster se trata de una gran elección para aquellos que estén buscando un diseño sofisticado y funcional que pueda servir como silla de comedor o de escritorio. Sus patas metálicas negras junto con sus 4 diferentes tonalidades disponibles, le dan ese aire elegante y de tendencia que hará de esta silla la elección preferida para aquellos amantes del estilo industrial o moderno.","Silla tapizada","Inicio > Packs > Pack 4 sillas tapizadas","https://klasthome.com/es/pack-4-sillas-tapizadas/1158-agnes-silla-de-comedor-tapizada-beige-pata-negra?channable=04a9546964003131353800","Beige","Tela","PK-0026BE","45 cm","83 cm","55 cm"
"Emily silla de comedor tapizada beige pata negra Pack 2 sillas","¡Aprovéchate de este pack! La silla de comedor Emily en tapizado beige con asiento de respaldo alto y forma ergonómica es uno de nuestros diseños con más personalidad. Cualquiera de sus 3 tonalidades de sus acabados, junto a sus patas metálicas negras, aportará un aire sofisticado y elegante a tu comedor.","Silla tapizada","Inicio > Packs > Pack 2 sillas tapizadas","https://klasthome.com/es/pack-2-sillas-tapizadas/1159-emily-silla-de-comedor-tapizada-beige-pata-negra?channable=04a9546964003131353901","Beige","Tela","PK-0028BE","51 cm","91 cm","54 cm"
"Mat silla de comedor polipropileno negro Pack 4 sillas","La silla de comedor Mat tiene un asiento fabricado en polipropileno con patas de madera con refuerzo metálico. Se trata de un diseño sencillo y moderno que además cuenta con una sentada realmente cómoda gracias a su alto y recogido respaldo. Aprovecha la versatilidad que le aporta su elegante diseño para usarla como silla de comedor o de escritorio.","Silla polipropileno","Inicio > Packs > Pack 4 sillas polipropileno","https://klasthome.com/es/pack-4-sillas-polipropileno/1165-mat-silla-de-comedor-polipropileno-negro?channable=04a954696400313136357e","Negro","Plástico","PK-0038NE","46 cm","82 cm","53 cm"
"Kler silla de comedor polipropileno blanca Pack 4 sillas","La silla de comedor en polipropileno Kler es una de esas sillas que combina a la perfección un diseño elegante y refinado con funcionalidad, ya que gracias a su cojín acolchado se trata de una opción realmente cómoda para tu salón o incluso para tu lugar de estudio o trabajo.","Silla polipropileno","Inicio > Packs > Pack 4 sillas polipropileno","https://klasthome.com/es/pack-4-sillas-polipropileno/1166-kler-silla-de-comedor-polipropileno-blanca?channable=04a954696400313136367f","Blanco","Plástico","PK-0036B","48 cm","82 cm","57 cm"
"Kler silla de comedor polipropileno gris Pack 4 sillas","La silla de comedor en polipropileno Kler es una de esas sillas que combina a la perfección un diseño elegante y refinado con funcionalidad, ya que gracias a su cojín acolchado se trata de una opción realmente cómoda para tu salón o incluso para tu lugar de estudio o trabajo.","Silla polipropileno","Inicio > Packs > Pack 4 sillas polipropileno","https://klasthome.com/es/pack-4-sillas-polipropileno/1167-kler-silla-de-comedor-polipropileno-gris?channable=04a9546964003131363780","Gris","Plástico","PK-0036G","48 cm","82 cm","57 cm"
"Kler silla de comedor polipropileno negro Pack 4 sillas","La silla de comedor en polipropileno Kler es una de esas sillas que combina a la perfección un diseño elegante y refinado con funcionalidad, ya que gracias a su cojín acolchado se trata de una opción realmente cómoda para tu salón o incluso para tu lugar de estudio o trabajo.","Silla polipropileno","Inicio > Packs > Pack 4 sillas polipropileno","https://klasthome.com/es/pack-4-sillas-polipropileno/1168-kler-silla-de-comedor-polipropileno-negro?channable=04a9546964003131363881","Negro","Plástico","PK-0036NE","48 cm","82 cm","57 cm"
"Nas silla de comedor polipropileno gris Pack 4 sillas","La silla de comedor Nas está fabricada en polipropileno y sus patas son de madera. Su diseño aportará versatilidad a tu hogar, ya que gracias a su facilidad respaldo ergonómico y su cojín acolchado se trata de una opción ideal para usar tanto como silla de comedor como para utilizarla en tu lugar de estudio o trabajo.","Silla polipropileno","Inicio > Packs > Pack 4 sillas polipropileno","https://klasthome.com/es/pack-4-sillas-polipropileno/1169-nas-silla-de-comedor-polipropileno-gris?channable=04a9546964003131363982","Gris","Plástico","PK-0037G","49 cm","85 cm","51 cm"
"Mesa de comedor Lyss y 4 sillas Olivia tapizadas beige pata natural Pack mesa y 4 sillas comedor","¡Aprovéchate de este pack para completar la decoración de tu salón! La silla de comedor Olivia en tapizado en terciopelo y pata metálica en color natural tiene un diseño elegante y sencillo inspirado en los años 50. Su respaldo corto y redondeado unido al diseño de sus patas cónicas despuntadas recuerdan a esos modelos de sillería sofisticados y funcionales adaptables a cualquier estilo. Por su parte, la mesa de comedor redonda Lyss es de estilo nórdico y minimalista se convertirá en la elección segura si eres un apasionado del diseño escandinavo y tienes un espacio reducido. Con sobre blanco y patas en acabado natural, esta mesa se convierte en la protagonista de tu salón comedor. Es muy acogedora y se convierte en la mesa ideal para espacios reducidos. Es apta para 6 comensales por lo que podrás vivirla y compartirla con familiares y amigos en estancias como la cocina, el comedor o incluso convertirla en mesa de reuniones en oficina. También es la elección perfecta para hostelería.","Mesa fija","Inicio > Packs > Pack mesa y sillas","https://klasthome.com/es/pack-mesa-y-sillas/1171-mesa-de-comedor-lyss-y-4-sillas-olivia-tapizadas-beige-pata-natural?channable=04a95469640031313731fa","Blanco","-","PK-1002","120 cm","75 cm","120 cm"
"Butaca de lectura topo con pata natural Enara","La butaca de lectura Enara en color topo y de diseño nórdico te encantará por su generosa medida de asiento y confortabilidad. Esta butaca de líneas sencillas y elegantes te permite combinarla con todo tipo de estilos. Elige el color que más se ajusta a tus necesidades y date un capricho.","Butaca de lectura","Inicio > Sofás > Sillones y butacas","https://klasthome.com/es/sillones-y-butacas/1174-butaca-de-lectura-topo-con-pata-natural?channable=04a95469640031313734fd","Topo","Tejido","QH-0002BE","62 cm","78 cm","64 cm"
"Mesa de centro efecto madera Marcel","La mesa de centro Marcel de líneas sencillas y elegantes es un mueble auxiliar perfecto para su salón. La balda inferior la puedes usar como almacenaje por lo que la hace muy práctica. Si le colocas alguna pieza de nuestra sección de decoración te enamorarás aún  más de ella.","Mesa de centro","Inicio > Mesas > Mesas de centro","https://klasthome.com/es/mesas-de-centro/1176-mesa-de-centro-efecto-madera?channable=04a95469640031313736ff","Natural","Melmina y metal","FD-0036","110 cm","44 cm","60 cm"
"Consola recibidor de estilo industrial Marcel","El mueble rebidor Marcel es el ejemplo perfecto del estilo industrial. Una consola minimalista que sigue las últimas tendencias cuyo metal negro en acabado mate y su sobre en acabado natural, se convierte en el gran protagonista de la entrada dónde dar la bienvenida a tus invitados.","Consola","Inicio > Mobiliario > Muebles recibidores y consolas","https://klasthome.com/es/muebles-recibidores-y-consolas/1177-consola-recibidor-de-estilo-industrial?channable=04a9546964003131373700","Natural","Madera y metal","FD-0037","110 cm","78 cm","35 cm"
"Mesa auxiliar efecto  madera Marcel","La mesa auxiliar Marcel de estilo industrial es una pieza muy versátil ya que la puedes colocar también como mesita de noche. Combina con todo así que te será fácil imaginártela cómo queda en casa. Descubre el resto de muebles de esta colección, seguro que te encantarán.","Mesa auxiliar","Inicio > Mesas > Mesas auxiliares","https://klasthome.com/es/mesas-auxiliares/1178-mesa-auxiliar-efecto-madera?channable=04a9546964003131373801","Natural","Melmina y metal","FD-0038","45 cm","51 cm","45 cm"
"Set 3 mesas de centro efecto madera Casablanca","El set de 3 mesas de centro Casablanca es la mejor opción para tu sala de estar si el estilo que te gusta es el industrial. Su madera en el sobre y su estructura metálica la hacen muy versátil a nivel decorativo ya que también combina muy bien con la decoración contemporánea y vintage. 
Puedes poner las 3 mesas juntas, o usar las más bajas como auxiliares junto a butacas o sofá... crea la composición que más te guste.","Set mesa de centro","Inicio > Mesas > Mesas de centro","https://klasthome.com/es/mesas-de-centro/1179-set-3-mesas-de-centro-efecto-madera?channable=04a9546964003131373902","Natural","Madera y metal","FD-0039","100 cm","45 cm","60 cm"
"Consola recibidor de estilo industrial Casablanca","La consola recibidor Casablanca es un mueble funcional que se adapta a cualquier estilo. Lo puedes colocar como mueble recibidor, en un pasillo o en un distribuidor. Tiene unas líneas muy ligeras y sencillas que aportarán espacio allá donde lo coloques.","Consola","Inicio > Mobiliario > Muebles recibidores y consolas","https://klasthome.com/es/muebles-recibidores-y-consolas/1180-consola-recibidor-de-estilo-industrial?channable=04a954696400313138307a","Natural","Madera y metal","FD-0040","120 cm","79 cm","39 cm"
"Mueble TV de 136 cm blanco Palm","El mueble tv Palm es una pieza que respira tendencia. Además de bonito , este tv de puertas correderas es muy práctico ya que dispone de suficiente espacio para que  tengas todo bien organizado. 
Lo encuentras disponible en dos acabados y en dos medidas de manera que te será sencillo escoger el que más se ajuste a tus necesidades. 
Si quieres dar un toque nórdico a tu salón este mueble es perfecto.","Mueble Tv","Inicio > Mobiliario > Muebles Tv","https://klasthome.com/es/muebles-tv/1181-mueble-tv-de-136-cm-blanco?channable=04a954696400313138317b","Blanco","Madera","EG-0001B","136 cm","60 cm","36 cm"
"Mueble TV de 180 cm natural y blanco Palm","El mueble tv Palm es una pieza que respira tendencia. Además de bonito , este tv de puertas correderas es muy práctico ya que dispone de suficiente espacio para que  tengas todo bien organizado. 
Lo encuentras disponible en dos acabados y en dos medidas de manera que te será sencillo escoger el que más se ajuste a tus necesidades. 
Si quieres dar un toque nórdico a tu salón este mueble es perfecto.","Mueble Tv","Inicio > Mobiliario > Muebles Tv","https://klasthome.com/es/muebles-tv/1182-mueble-tv-de-180-cm-natural-y-blanco?channable=04a954696400313138327c","Natural-Blanco","Madera","EG-0002NT-B","180 cm","60 cm","36 cm"
"Mueble TV de 180 cm blanco Palm","El mueble tv Palm es una pieza que respira tendencia. Además de bonito , este tv de puertas correderas es muy práctico ya que dispone de suficiente espacio para que  tengas todo bien organizado. 
Lo encuentras disponible en dos acabados y en dos medidas de manera que te será sencillo escoger el que más se ajuste a tus necesidades. 
Si quieres dar un toque nórdico a tu salón este mueble es perfecto.","Mueble Tv","Inicio > Mobiliario > Muebles Tv","https://klasthome.com/es/muebles-tv/1183-mueble-tv-de-180-cm-blanco?channable=04a954696400313138337d","Blanco","Madera","EG-0002B","180 cm","60 cm","36 cm"
"Mueble TV de 136 cm natural y blanco Palm","El mueble tv Palm es una pieza que respira tendencia. Además de bonito , este tv de puertas correderas es muy práctico ya que dispone de suficiente espacio para que  tengas todo bien organizado. 
Lo encuentras disponible en dos acabados y en dos medidas de manera que te será sencillo escoger el que más se ajuste a tus necesidades. 
Si quieres dar un toque nórdico a tu salón este mueble es perfecto.","Mueble Tv","Inicio > Mobiliario > Muebles Tv","https://klasthome.com/es/muebles-tv/1184-mueble-tv-de-136-cm-natural-y-blanco?channable=04a954696400313138347e","Natural-Blanco","Madera","EG-0001NT-B","136 cm","60 cm","36 cm"
"Butaca de lectura beige Naia","La butaca de lectura Naia en color beige es ideal para completar cualquier salón, dormitorio o recibidor. Incluye un cojín desenfundable a juego con el tapizado de la butaca que le aporta mayor confort y comodidad a la zona lumbar. Está disponible en tres colores diferentes para que puedas escoger el que mejor se ajuste a tus gustos y necesidades.","Butaca de lectura","Inicio > Sofás > Sillones y butacas","https://klasthome.com/es/sillones-y-butacas/1186-butaca-de-lectura-beige?channable=04a9546964003131383680","Beige","Tejido","UN-0001BE","75 cm","99 cm","80 cm"
"Butaca de lectura rosa Naia","La butaca de lectura Naia en color rosa es ideal para completar cualquier salón, dormitorio o recibidor. Incluye un cojín desenfundable a juego con el tapizado de la butaca que le aporta mayor confort y comodidad a la zona lumbar. Está disponible en tres colores diferentes para que puedas escoger el que mejor se ajuste a tus gustos y necesidades.","Butaca de lectura","Inicio > Sofás > Sillones y butacas","https://klasthome.com/es/sillones-y-butacas/1187-butaca-de-lectura-rosa?channable=04a9546964003131383781","Rosa","Tejido","UN-0001RO","75 cm","99 cm","80 cm"
